,address,speed,heading,timestamp,rssi,receiver,callsign,altitude,latitude,longitude,distance
5631,484165,,,2025-05-25T10:30:27.932043772+02:00,-90.12075232708612,zi-5067,,16050.0,52.19522,5.67184,80.95382445408096
14844,4CAE55,,,2025-05-25T11:19:46.6596274+02:00,-90.1490432561544,zi-5067,,38000.0,51.70518,6.48475,64.6303054457371
9489,407CB2,,,2025-05-25T10:46:29.778963584+02:00,-90.1490432561544,zi-5067,,37000.0,52.3033,6.4547,28.3578351730591
3462,471F55,,,2025-05-25T10:19:03.845231811+02:00,-90.1490432561544,zi-5067,,36925.0,51.90903,6.09932,63.52009860132501
16464,4CADBB,,,2025-05-25T11:39:18.557309542+02:00,-90.1490432561544,zi-5067,,36000.0,52.0806,6.2947,42.269156488206974
19003,485873,,,2025-05-25T12:24:58.286309095+02:00,-90.1490432561544,zi-5067,,28300.0,52.10676,6.73988,16.76613935957989
11390,48978A,,,2025-05-25T10:58:19.206028953+02:00,-90.17732530963646,zi-5067,,26050.0,52.27421,6.93386,6.479941171156294
7360,4C01E4,,,2025-05-25T10:36:31.435715135+02:00,-90.17732530963646,zi-5067,,20475.0,52.02022,5.9433,67.00873683038985
1908,511188,,,2025-05-24T22:05:09.775677167+02:00,-90.19146301064198,zi-5067,,37975.0,52.40213,6.62789,23.950727022434812
4702,4CAD54,,,2025-05-25T10:25:26.464959376+02:00,-90.19146301064198,zi-5067,,13550.0,52.04594,5.96725,64.46397287977253
17541,461FA8,,,2025-05-25T11:43:17.871744636+02:00,-90.20559849588052,zi-5067,,35025.0,52.13348,5.79976,73.09088269629623
2760,471F55,,,2025-05-25T10:16:24.699611341+02:00,-90.21973176639354,zi-5067,,35025.0,51.96394,5.52604,95.97894420340575
